A,B
'A Miss Ucrania le piden renunciar a su corona tras descubrir que es madre soltera pero es mujer y bella A Miss España le aplauden que paticipe en el Miss Universo porque al cortarse su miembro viril se vuelve mujer  pero es hombre ',Agresivo
'A mujeres buenas les rompemos el corazón',NoAgresivo
'a Srta Que esta en las noticias en este momento atenta contra la independencia de la radio eufórica por llegada de Bachelet',NoAgresivo
'a su edad nosotros/as jóvenes en los 70s y 80s no dudamos en combatir a la tiranía ¿Si teníamos miedo sí',NoAgresivo
'A todos muchas gracias por aceptar y entender mi emoción soy quién soy gracias a esa mujer maravillosa que siempre y contra toda evidencia ha creído en mí',NoAgresivo
'A una mujer del signo #ARIES es mejor y recomendable tenerla SIEMPRE de amiga porque de enemiga es peor que el diablo',Agresivo
'A una mujer no se le pega pero a Berni la golpearía tanto tanto pa que deje a esa mierda de pololo que tiene',Agresivo
'A vs no t van a quedar ni los piojos negra sarnosa',Agresivo
'Aaaa perra desgraciada ',Agresivo
'aaaa watona ql que mierda haces hablando ahí de Chile weona hablando de lo que pasa acá ven a Chile mierda',Agresivo
'Acá en Chile los medios de comunicación de izquierda temen que Bolsonaro destape la olla y caiga la Bachelet',NoAgresivo
'Acá estadistica sobre DESIGUALAD durante el gobierno de #bachelet  Y así la muy cara dura habla de NO + DESIGUALDAD ',Agresivo
'Acá hay más parques (eléctricos) que creo Bachelet para cuidar el el medio ambiente ',Agresivo
'Acaso esta mugrienta y sarnosa me tiro ese tweet a mí',Agresivo
'Acompañando a la mujer desde el nacimiento hasta la senectud Feliz día a todos los que tenemos sin ninguna esta profesión tan maravillosa y a todos los que estáis a punto de adentraros en ella ',NoAgresivo
'Acordándome de una gran amiga una gran persona una gran mujer ella es mi amiga @katrinamorenoof a la q le deseo lo mejor de la vida porque se lo merece A ver si hablamos amiga mía cuídate y dale besitos a la familia',NoAgresivo
'Además eres una mujer fea…',Agresivo
'Aeropuerto Michelle Bachelet y que arda todo ',NoAgresivo
'Agradecido con la vida por la fortuna de coincidir con una mujer maravillosa has sido mi compañera de proyectos aventuras y alegrías Gracias Cristina por celebrar un año más de enamorados',NoAgresivo
'Ahí que pedir la destitución de GBoric y Maite Orsini',NoAgresivo
'Ahora #matiasdelrio insinuando q #Bachelet va a modificar el informe q le entrego Engel Muy pelotudo',NoAgresivo
'Ahora de todo es culpable la lluvia descansa un rato Bachelet',NoAgresivo
'Ahora Haitianos protestan frente a su propia embajada  quizás debieran entender de una vez que fueron utilizados como carne de cañón por un gobierno de izquierda liderado por Bachelet  ahí reclamen y pataleen con razón',NoAgresivo
'Ajajajajajajaj perdón es que te volviste tan perra que pensé que buscabas a dinero',Agresivo
'Al fin terminaron los #TiemposPeores de 176 haitianos que llegaron a Chile engañados por la Bachelet y los jesuitas Hoy el actual gobierno de manera responsable y sensata les permitió volver a su país a través del Plan de Retorno Humanitario ¡¡Progres y zurderío con pataletas',NoAgresivo
'Al parecer Pdta Bachelet aún no entiende de prioridades que hace delegada de Reconstruccion que aún no va al norte se perdió @biobio',NoAgresivo
'Al ver Esto Creo Firmemente que MICHELLE BACHELET es la Persona Menos Indicada para Defender los DDHH',NoAgresivo
'Al volver Michelle Bachelet demuestra que tiene ambición de poder si fuese vocación de servicio seguiría donde estaba ',NoAgresivo
'ALEMISA MALDITA ERES UNA ZORRA DEVUÉLVEME ESO',Agresivo
'Algo muy bueno debí haber hecho en esta vida o quizá en la otra para tener una mujer tan maravillosa gracias por ser mi compañera de viaje y de vida ',NoAgresivo
'amiga no quiero que te mueras mira lo perra q estas tenés que lucirte jajaja la amo',NoAgresivo
'amigaaaaaa como estás tanto tiempo tenemos que juntarnos (maraca culiá te odio ojalá nunca más verte)',Agresivo
'AMO la buena onda que hay entre las mujeres hoy en dia las buenas vibras son hermosas ',NoAgresivo
'amor violento tonta weona wena pal p marengo es mas weona que los perros nuevos',Agresivo
'Ana Lya Uriarte Si Bachelet no se emancipa d la flia Davalos-Champignon terminarán por sepultarla D la flia muchas veces hay q divorciarse',Agresivo
'anciones Es broma Tan tibios los políticos de derecha no tienen ni un brillo',NoAgresivo
'Anda a hacer vida social en Punta Peuco mejortonta weona',Agresivo
'Anda a lavarte ese culo mujer que se jodan Tu quieres sacarle provecho a las desgracias de los demas-',Agresivo
'ANDAN PURO MATANDO A LOS MAPUCHE VIEJA MARACA SAPA CONCHETUMARE SOY TAN HUEONA QUE LE PASAY EL HOLLO AL PIÑERA BASTARDA CULEA EL PUEBLO MAPUCHE DISE QUE VA COBRAR VENGANSA PASANDOTE EL PICO POR LA JETA BORRACHA MARACA SAPA EDIONDA Y LA RECONCHETUMARE TRAGASABLEDE CARNE ',Agresivo
'Ándate de mi región vieja culiá',Agresivo
'Ándate maraca culiá con la Kenita tenemos suficiente no necesitamos importar más maracas',Agresivo
'Anoche estaba tranqui bailando en el boliche y se acercan como 4 pibes a sacarme a bailar (iban probando de a uno) a todos les dije que no insistían e insistían hasta que se cansaron y me tiraron un ANDA A LA CONCHA DE TU MADRE LOCA DE MIERDA ASI NO VAS A COGER NUNCA',Agresivo
'AONDE TA LA VIEJA CULIA QUE GRITÓ QUE SE VAYA ANDATE VO MARACA CONCHETUMAREEEE NO SI NO FALTAN ESAS WEONAS E LOS FANDOM ',Agresivo
'aportar un poco para la felicidad de otro persona se siente bien gracias ',NoAgresivo
'Apoyando el deporte Femenino de nuestro municipio  mujeres berracas luchadoras emprendedoras y muy buenas deportistas Felicidades a todas ',NoAgresivo
'Aprende a escribir engendro ctm Como le cagas la vida a tu hijo con palabras inexistentes tonta weona inculiable Saludos',Agresivo
'Aprovecho de felicitar al Gbrno de la presidenta Bachelet en el día Nacional del circo ',NoAgresivo
'Aquí te critican por salir de peda ya eres una zorra mala niña etc que estressssss',Agresivo
'Argentinas y chilenas peleandose mientras que en paraguay están las mujeres más lindas del mundo',NoAgresivo
'ASÍ COMO ERES D DESCARADA PUTABARATA ACTRIZPORNO MAGGIECIVANTOS LLEVAS D VIAJE YFOLLAS CON EL PERVERTIDOPEDOFILO VIOLADORDEMENORES COLMENAR XQ NO LO ENSEÑAS PERRAASQUEROSA TEFOLLAS UN VIOLADORDEMENORES DROGADAYBORRACHA LA ÚNICA MANERA DFOLLAR PROSTITUTABARATA COMPLICE',Agresivo
'ASÍ COMO LA DESCARADA PUTABARATA ACTRIZPORNO MAGGIECIVANTOS FOLLACON EL PERVERTIDOPEDOFILO VIOLADORDEMENORES XQ NO MUESTRA COMO QUEDÁ CON EL SÓLO PARAFOLLAR ES UNA PERRAASQUEROSA @maggiecivantos SEFOLLA UN VIOLADORDEMENORES DROGADAYBORRACHA LA ÚNICAMANERA DFOLLAR PROSTITUTABARATA',Agresivo
'Así con las convicciones de Bachelet/ falta que digan que murieron por causa natural ',NoAgresivo
'Así que el comando de M Bachelet pidío a Julian Elfenbein y no acepto que la entrevistara Mauricio Bustamante La Muda lo hizo otra vez',NoAgresivo
'ASI SE HABLA‼️‼️‼️‼️JOSE ANTONIO COLOMA REVENTÓ A GB‼️‼️‼️‼️Insolente ignorante y no ha entendido absolutamente nada',NoAgresivo
'Así son para el resto se disfrazan de buenas personas para que todos crean que las locas son ellas para quedar como unos duques para seguir ejerciendo violencia sobre sus mujeres total las exageradas son ellas',Agresivo
'Atentos Camioneros reaccionan frente al alza del Diesel como Subiran sus tarifas y servicios de transporte lo que se traduce en alza en los precios de TODO Con Bachelet paraban el País con Piñera suben tarifas MISERABLES',NoAgresivo
'Atrosh que Boric se reúna con un asesino',NoAgresivo
'aww grisi sabes que yo te quiero muchisisismo mujer Eres asombrosa Sigue asi y jamás te detengas ) te quiero te quieroo',NoAgresivo
'Ay esta tonta weona La rusia de la pobla Weona aprende a leer Cuanto te pagan por chupar pico en este gobierno A la región q eligió esta inculeable por favor sanciones drásticas',Agresivo
'ayer me bloqueo la maraca culia de @bruffinelli porque le dije que era una weona sola en este pais se condena decir la verdad',Agresivo
'ayer una cuica le dijo al colectivero eres un simple taxista y eso vay a ser siempre a lo que yo respondí qué te crei maraca culia',Agresivo
'Bachelet elegir bien los equipos de trabajo jajajaja los elige tan bien que por eso murieron tantos chilenos el 27/F #LasCarasDeLaMoneda',Agresivo
'Bachelet 2005 hizo un video similar al de Goldborne comparenlo La dif MB usa la muerte de su padre LG usa de donde salió',NoAgresivo
'Bachelet advierte a Bolsonaro que vigilará los DDHH Ya encargó informes sobre situación de Brasil a Caval con ilustraciones de Diezzel Kunst',NoAgresivo
'Bachelet avisa a Bolsonaro que vigilará el respeto a los DDHH en Brasil ¿Y los de Venezuela ¿Y los de Nicaragua ¿Y los de Cuba',NoAgresivo
'Bachelet celebrando el 11 de septiembre jajajajaja csm xD',NoAgresivo
'BACHELET CREA RED DE PARQUES PROTEGUDOS DE LA PATAGONIA PIÑERA LE BAJA EL PRESUPUESTO Ministerio de la ciencia y la tecnología Y Piñera le baja el presupuesto',NoAgresivo
'Bachelet es muy graciosa dice que va a vigilar de cerca a Bolsonaro para que no se cometan en Brasil violaciones de los derechos Señora @mbachelet sabe en dónde sí está ocurriendo eso ¡en Venezuela',NoAgresivo
'Bachelet está mas preocupada por una hipotética violación futura de DDHH en Brasil que por las violaciones crónicas y permanentes de DDHH en Cuba Venezuela y Nicaragua',NoAgresivo
'Bachelet fue el monigote del Gobierno anterior por Velasco Y Lagos por más que sepa se mandó los medios cagazos',Agresivo
'BACHELET HASTA ULTIMO MINUTO HACIENDO DAÑO A CHILE - El reajuste de pago a Alsacia se acordó a dos días del término del gobierno de BACHELET El documento estableció un aumento en el pago por pasajero transportado de $5201 que el Estado hoy debe cancelar de manera retroactiva',Agresivo
'Bachelet la hizo bien cumplió la cuota que la ONU le exigía para el puesto que hoy tiene como alta comisionada de Derechos Humanos',NoAgresivo
'Bachelet me quema pero lo que más me quema es como baila me da entre pena rabia nostalgia un sin fin de cosas',NoAgresivo
'Bachelet miente y se ríe en la cara de todos',NoAgresivo
'Bachelet no es la solución #eso #primarias #vote',NoAgresivo
'Bachelet no tiene moral ni ética para exigir a un presidente recién electo si aún no menciona de lo que pasa en Venezuela y Cuba',NoAgresivo
'Bachelet no tiene tiempo de ir a Venezuela porque está ocupada vigilando a Bolsonaro que sí es un real peligro para la humanidad ',NoAgresivo
'Bachelet promete extender el metro me imagino que de la misma forma qe prometio Biotren hasta Coronel',Agresivo
'Bachelet y sus secuaces deben pagar con cárcel efectiva o al Paredón por arruinar la Patria ',NoAgresivo
'Bachelet ya dijo que el Tsunami llegaría solo a Bolivia” // Creo que se metió 5 chicles a la boca',Agresivo
'Bachelet ya habría advertido del peligro de tsunami en Santiago y Bolivia',NoAgresivo
'Bachelet como presidente de la república de Chile podría haber dado éstas declaraciones en cualquier parte y no esperar su llegada a Stgo',NoAgresivo
'Barbara Ctm por mas mal que te caiga alguien no puedes sacarle la madre y menos si falleció con eso no se juega maraca culia',Agresivo
'Barbara es una mujer maravillosa que recolecta juguetes en buen estado para regalarlos en navidad a niños y niñas de escasos recursos',NoAgresivo
'Básicamente los que esperan Bachelet son aquellos que quieren bonos por hacer nada',NoAgresivo
'Bella inteligente maravillosa Orgullosas de ser tus fans Una mujer extraordinaria ',NoAgresivo
'Bellas palabras de la compañera Carmen Andrade recordando a las mujeres pobladoras que la formaron en ese aprendizaje por el feminismo con todo y en todos los sentidos',NoAgresivo
'Benditas aquellas mujeres que hoy decidieron quedarse en casa como niñas buenas que son a ver pelis o estar en las redes sociales y no salieron a echar desmadre y portarse mal',NoAgresivo
'Besar a una mujer sin apretarle las nalgas  es una falta de respeto',Agresivo
'BESITOS TERE LA GORRIADA D4L SIGLO DEJATE DE ESCRIBIR IDIOTESES PREOCUPATE DE QUÉ NO TE SIGAN GORRIANDO TAN SEGUIDO Y DE SEGUIR MENDIGANDO PARA TU FUNDACIÓN JJAJAJJJAJA ME HACEN TANTO REÍR SOBRETODO CIA DO HABLAN DE LA GORDI LOS COMUNACHOS Y DEMÁSya nos verán en las calles',Agresivo
'Bitar dice que bachelet es una mujer integra y CABAL jajajajaja se le chispoteo #Tolerancia0/Villegas q es CAVAL JA',NoAgresivo
'Bitar habla pura tonteras Jubile señor  YO no soy de la derecha tampoco de la NM y claramente Bachelet NO tiene liderazgo',NoAgresivo
'Bocachancla Feminazi cuando vuelvas a follar en la calle como una puta barata cuidado con el bolso no vaya a ser que te lo roben otra vez',Agresivo
'Bolsonaro no tiene ni 24 de haber arrasado en las elecciones y ya Bachelet dice que velará por los DDHH en Brasil Cuánta diligencia la de esta señora @mbachelet mientras no hace nada por los asesinatos de la Dicaduras de Venezuela y Nicaragua',NoAgresivo
'Boric Boric ten un poco de dignidad y ándate',NoAgresivo
'Boric enloda al parlamento es antipatriota Él sale de Chile con pasaporte diplomático como representante del Estado',NoAgresivo
'boric es el defensor de un delincuente común Palma Salamanca mato a Jaime Guzmán sino que ademas asesino en Brasil',NoAgresivo
'Boric se pasa por el culo a todo Chile',Agresivo
'Boric Sinverguenza',NoAgresivo
'Boric trajo desde Punta Arenas a su feminazi preferida',NoAgresivo
'Boric y su Mina lo que hicieron fue validar el asesinato impune de senadores',NoAgresivo
'Boric vas de Tumbo en TumboParece que no aprendes',NoAgresivo
'Boricun pobre diablo enfermo de un TOC y también se le arranca la moto',NoAgresivo
'Boric Oye Maite necesito algún alboroto para que se olviden de que me junte con el asesino Palma Salamanca',NoAgresivo
'Borra ésta wea al toque sangana culia Me importan tres hectáreas de tula que no entendai DELETE THIS MARACA CONCHETUMADRE',Agresivo
'Borraste el tuit pero igual te quiero decir que a quién veni a tratar de flojos tú weona tonta ni que vivir de sacarse fotos en pelota fuera muy esforzado Más encima entraste a estudiar derecho porque después de lo horrible que te quedó la cara no te pescó nadie fea culiá',Agresivo
'Bravo Ceci Perez usted tiene mas pantalones que muchos que están en gobierno',NoAgresivo
'BRIANNA TE DEDICO MI MAS SINCERO HIJA DE LA TROLA LLEGASTE A PURO CAGAR EL FANDOM MARACA Y LA CTM TE PASEO DE LAO A LAO FEA CULIÁ',Agresivo
'Buena ejemplar generosa serena luminosa qué mujer tan maravillosa nadie merece tanto dolor',NoAgresivo
'Buenad noches mi distinguida y bella Dama que pases una bendecida noche saludos de su eterno enamorado con respeto',NoAgresivo
'buenas dias a todas las mujeres menos a las que buscan aprobación masculina ellas me caen de la verga no me hablen',Agresivo
'Buenas Noches @quiskillosa no me quiero ir a dormir por darte la gracias por tu apoyo mujeres como tu pocas leales humildes desinteresadas un honor tu apoyo Gracias tu me INSPIRAS',NoAgresivo
'Buenas noches a todas las mujeres hermosas de Twitter menos a mi crush porque no me quiere',NoAgresivo
'Buenas noches Que tengan una excelente semana Dios no nos mandes mas señales ya sabemos que la señora #bachelet debe renunciar',NoAgresivo
'Buenas noticias para EEUU y el mundo La diversidad las mujeres la cordura el respeto a los derechos y libertades acotando al exceso intransigente Una puerta a la esperanza@gpscongreso )@PSOE',NoAgresivo
'Buenas tardes MENOS a quienes en su pinche vida se han manifestado por la violencia contra las mujeres',NoAgresivo
'Bueno a si actúan ladrones ausadores Es cosa depreguntarle al hijo de Bachelet',NoAgresivo
'Buenos días  Bella  hermosa  preciosa  fabulosa  fantástica  perfecta  sensual  sexy  maravillosa mujer  Qué tengas un hermoso día Dios te bendiga éxitos',NoAgresivo
'Buenos días y buenas noticias  En su discurso tras conocer la victoria la senadora Warren dice  esta resistencia comenzó con las mujeres',NoAgresivo
'Cabros con #Matthei y #Bachelet vamos a seguir en lo mismo Sean inteligente Tenemos más opciones yo al menos #voto4 y mi familia tb',NoAgresivo
'Cacharon lo que anda hablando el sacoweas mitomano de @joseantoniokast sobre la delegada de la ONU Michelle Bachelet Algún día lo meteremos preso por calumnias a este conchesumadretarde o temprano pagará el vago qlio',Agresivo
'Cada día estoy más enamorado de esta mujer me gusta decírselo de todas las formas en todos los lenguajes a través de todas las maneras',NoAgresivo
'Cada día nos queda más claro la mierda de persona que es esta tonta weona ERES UNA MIERDA DE PERSONA TERESA  MISERABLE BASURA  ',Agresivo
'Cada vez me sorprende menos la idiotez humana como tan imbécil y sin corazon weona pitia sin sentimientos Loca de patio ya la viera a ella en esas condiciones solo pido que el karma funcione y luegocon la bruta…',Agresivo
'cállate hueona tonta estás bien así dp te vas a andar desmayando',Agresivo
'Cállate maraca CTM no tienes ni un pedazo de brillo boliviana ql #VamosLaU',Agresivo
'Callate pinche perra sarnosa muy valiente y todo no Por que no amarras tu asqueroso osico pinche puta no sabes con quienes te estas metiendo maldita perra',Agresivo
'Cállate tonta weona',Agresivo
'callate tonta weona como se te ocurre ofender a la gente con semejante brutalidad…',Agresivo
'cállate vo vieja culiá',Agresivo
'Callen a esa enferma facha retrógrada cara de raja asquerosa ¡con qué moral Weona loca anda a vistar los viejitos de punta peuca y quédate con ellos encerrada ',Agresivo
'calllate voz perra asquerosa',Agresivo
'Camila Vallejo en chv PERRA CULIÁ ME CAGASTE EL AÑO ENTERO EN LA U MARACA',Agresivo
'care caballo culia andai hablando weas maraca conchetumare',Agresivo
'CARE RAJA la Van RysselVerga le saca los pañales y los chanchos a los viejos de Punta Peuco',Agresivo
'Carismática censilla humilde talentosa bondadosa bella simpatica maravillosa genial perfecta Son las palabras que encontré para definir a esta extraordinaria mujer Sos mi ídola @flor_vigna',NoAgresivo
'Carmen Madigoitia es una vieja culiá LO SIENTO NACIÓ VIEJA CULIÁ Y VA A MORIR VIEJA CULIÁ Tiene cerebrin es weona lo siento tiene cerebrin y díganle que con esa blusa amarilla parece vaca con hepatitis',Agresivo
'Celebrando la vida de una maravillosa mujer una hermana que la vida nos regaló',NoAgresivo
'Cerra el culoq esos descerebrados son tus apañadosdespués lloras represión puta barata',Agresivo
'Chana culia que ganas de que desaparezcan todas las escorias como tu Denuncien a esta maraca hagan su vida miserable #SigridAntonella',Agresivo
'Chandososera tu puta madregonorrea asquerosaPerra hijueputamalparidagaminapirobano nacistesino que te tiraron en una manga',Agresivo
'CHAO BORIC CHAO ORSINI villegas lo dice clarito',NoAgresivo
'che chilenito jugás re mal Y K HUEA MARACA CULIA TE VAMOH A MATARTE TAY VIA ',Agresivo
